CVE_ENT,CVE_MUN,CVE_LOC,NOMGEO,AMBITO
24,44,22,Tanque de López,Rural
24,44,9,La Pinta,Rural
24,44,23,El Tepetate,Rural
24,44,8,La Noria de Jes·s,Rural
24,44,26,Zaragoza (La Vaca),Rural
24,44,10,Presa de Santa Ana,Rural
24,44,21,San Vicente,Rural
24,44,11,La Punta (San José de la Punta),Rural
24,44,2,Cuatro Milpas,Rural
24,44,14,Salitrillos,Rural
24,44,20,Santa Teresa,Rural
24,45,11,Cañada Grande,Rural
24,45,13,Cerro Blanco,Rural
24,45,17,Cinco de Mayo,Rural
24,45,18,Coronado (Hacienda de Coronado),Rural
24,45,55,San Mateo,Rural
24,45,74,Barrio de Guadalupe Dos (Mexiquito),Rural
24,45,56,San Pedro,Rural
24,45,22,El Epazote,Rural
24,45,4,La Barranca Norte,Rural
24,45,126,Los Trejos,Rural
24,45,1,Venado,Urbana
24,45,8,Buenavista,Rural
24,45,25,Guanamé,Rural
24,45,33,El Matorral,Rural
24,45,50,El Salitre,Rural
24,45,62,El Sotol,Rural
24,45,16,Cinco de Febrero,Rural
24,45,118,Ejido el Salero,Rural
24,45,68,La Trinidad,Rural
24,45,14,La Ciénaga de Guanamé,Rural
24,45,59,Santa Rita,Rural
24,45,65,Tierra Blanca,Rural
24,45,43,El Ranchito,Rural
24,45,85,La Puerta,Rural
24,45,21,Don Diego,Rural
24,45,54,San Joaquín de las Flores,Rural
24,45,98,El Pocito,Rural
24,45,48,Los Remedios,Rural
24,45,30,El Laurel,Rural
24,45,37,Polocote de Arriba,Rural
24,45,49,El Salero,Rural
24,45,63,El Tecolote,Rural
24,45,23,El Grullo,Rural
24,46,2,Agua Gorda de los Patos,Rural
24,46,55,Puerto Espino,Rural
24,46,189,Colonia los Manueles,Rural
24,46,24,Franco,Rural
24,46,1,Villa de Arriaga,Urbana
24,46,19,Colonia Emiliano Zapata,Rural
24,46,25,Santa Rosa de Gallinas,Rural
24,46,83,El Tepetate,Rural
24,46,58,San Antonio,Rural
24,46,23,Francisco I. Madero,Rural
24,46,34,Colonia la Luz,Rural
24,46,40,El Mezquital,Rural
24,46,43,Colonia Palomas,Rural
24,46,47,Providencia,Rural
24,46,62,San Francisco,Rural
24,46,30,Colonia la Laborcilla,Rural
24,46,69,San Luis Gonzaga,Rural
24,46,101,Colonia Guadalupe Victoria (Fátima),Rural
24,46,42,Ojo de Agua de Juan Pérez,Rural
24,46,57,San Agustín,Rural
24,46,67,San José de la Purísima,Rural
24,46,205,Colonia Aquiles Córdova Morán,Rural
24,46,74,Santa Clara de los Bordos,Rural
24,47,13,Santa María del Rincón (El Guajolote),Rural
24,47,28,La Presa,Rural
24,47,41,San Bartolo,Rural
24,47,44,San José del Muerto,Rural
24,47,15,La Joya,Rural
24,47,34,Puerto de Magdalena,Rural
24,47,40,San Antonio de los Regalado,Rural
24,47,4,Arroyo Seco,Rural
24,47,51,Santa Rita de los Hernández,Rural
24,47,16,El Leoncito,Rural
24,47,46,San Judas,Rural
24,47,18,Magdalenas,Rural
24,47,14,Jarillas,Rural
24,47,60,Vallejos,Rural
24,47,39,San Antonio de la Ordeña,Rural
24,47,1,Villa de Guadalupe,Urbana
24,47,8,Santa Rosalía del Centro,Rural
24,47,20,El Matorral,Rural
24,47,21,Morelos,Rural
24,47,73,El Venadito,Rural
24,47,19,Santa Rosa la Masita,Rural
24,47,49,Santa Isabel (El Pozo),Rural
24,47,56,Zaragoza de Solís,Rural
24,47,29,La Presita,Rural
24,47,17,Llano de Jes·s María,Rural
24,47,70,Los Chilares,Rural
24,47,5,La Biznaga,Rural
24,47,50,Santa Rita de Casia,Rural
24,47,7,Bustamante (Las Trojas),Rural
24,47,35,Rancho Alegre,Rural
24,47,25,Palo Blanco,Rural
24,47,42,San Francisco,Rural
24,47,52,Santa Teresa,Rural
24,47,12,Guadalupito,Rural
24,47,6,Buenavista,Rural
24,48,6,El Jato,Rural
24,48,11,San Antonio de las Trojes,Rural
24,48,7,Laureles,Rural
24,48,1,Villa de la Paz,Urbana
24,48,2,Barbechos,Rural
24,48,3,La Boca,Rural
24,48,8,Limones,Rural
24,48,9,Los Nazarios,Rural
24,50,8,Boca de Santiago,Rural
24,50,9,La Boquilla (La Pequeña Irrigación),Rural
24,50,13,Cañón de Bledos,Rural
24,50,32,Ojo de Agua del Gato,Rural
24,50,64,Las Gualupas,Rural
24,50,68,Puente de Tierra,Rural
24,50,10,Cabras,Rural
24,50,2,El Álamo (Alamitos),Rural
24,50,45,Bajío de los Anillos (El Salto),Rural
24,50,1,Villa de Reyes,Urbana
24,50,25,Laguna de San Vicente,Urbana
24,50,43,El Rosario,Urbana
24,50,5,Arroyo Blanco,Rural
24,50,7,Bledos,Rural
24,50,19,Ejido Gogorrón (Ex-Hacienda de Gogorrón),Rural
24,50,23,Jes·s María,Rural
24,50,28,Los Macheros,Rural
24,50,30,Malinto,Rural
24,50,37,Presa San Agustín,Rural
24,50,40,La Puerta de San Antonio,Rural
24,50,42,Rodrigo,Rural
24,50,44,Las Rusias (Cuesillo),Rural
24,50,55,Socavón (El Carmen),Rural
24,50,58,La Ventilla,Rural
24,50,99,La Rinconeña,Rural
24,50,164,Los Pocitos,Rural
24,50,185,La Joyita,Rural
24,50,35,Pardo,Urbana
24,50,11,Estancia de Calderón,Rural
24,50,15,El Centenario,Rural
24,50,252,Valle de San Francisco,Rural
24,50,63,Plan de San Luis de Bledos,Rural
24,50,49,San Lorenzo,Rural
24,50,27,Machado,Rural
24,50,52,El Tejocote de San Miguel,Rural
24,50,57,La Loma del Tejocote (La Loma),Rural
24,50,71,Granja San Martín (Las Caleras),Rural
24,50,3,Alberto Carrera Torres,Rural
24,50,65,El Mirador,Rural
24,50,20,Guadiana,Rural
24,50,33,Presa del Organito,Rural
24,50,70,La Presa (La Presita),Rural
24,50,69,El Verde,Rural
24,50,53,Saucillo,Rural
24,50,14,Carranco,Rural
24,50,54,Saucillo de Bledos,Rural
24,50,34,Palomas,Rural
24,50,50,San Miguel,Rural
24,50,17,Emiliano Zapata,Rural
24,51,92,El Aljíber,Rural
24,51,32,El Pocito,Rural
24,51,1,Villa Hidalgo,Urbana
24,51,33,Presita de la Cruz,Rural
24,51,50,Silos,Rural
24,51,7,Corcovada,Rural
24,51,53,Tanque de Luna,Rural
24,51,60,Zapotillo,Rural
24,51,49,Sequedad,Rural
24,51,17,Lagunillas,Rural
24,51,36,Rincón del Refugio,Rural
24,51,21,Llano del Carmen,Rural
24,51,55,La Tapona,Rural
24,51,28,Paso Blanco,Rural
24,51,29,Pedrera del Tanquito,Rural
24,51,45,San Nicolás del Refugio,Rural
24,51,54,Tanque Nuevo,Rural
24,51,58,Veinte de Noviembre,Rural
24,51,62,El Coyote,Rural
24,51,10,Presa de Chancaquero,Rural
24,51,6,Corazones,Rural
24,51,34,La Redonda,Rural
24,51,57,Valle de San Juan,Rural
24,51,26,El Ojito,Rural
24,51,19,El Leoncito,Rural
24,51,43,San Lorenzo,Rural
24,51,40,San Ignacio,Rural
24,51,56,Trojes,Rural
24,51,59,Venaditos,Rural
24,51,52,Tanquito de San Francisco,Rural
24,51,16,Jagüey,Rural
24,51,31,Peotillos,Rural
24,52,7,Las Enramadas,Rural
24,52,10,Granjenal,Rural
24,52,6,Carrizal,Rural
24,52,16,Puerta del Río,Rural
24,52,12,Guaxcamá,Rural
24,52,1,Villa Juárez,Urbana
24,52,5,La Cardona,Rural
24,52,18,San José del Matorral,Rural
24,52,4,Buenavista,Rural
24,52,17,San Isidro,Rural
24,52,2,Agua del Medio,Rural
24,52,9,La Gavia,Rural
24,52,19,Santo Domingo,Rural
24,52,15,Palo Seco (El Gato),Rural
24,52,20,El Colorado,Rural
24,52,21,El Tejocote,Rural
24,53,2,Ahuacatitla,Rural
24,53,10,Tenexcalco (La Ceiba),Rural
24,53,24,Chicaxtitla,Rural
24,53,25,Chimalaco,Rural
24,53,26,Choteco,Rural
24,53,41,Picholco,Rural
24,53,43,La Purísima,Rural
24,53,44,Rancho Nuevo,Rural
24,53,49,Santa Fe Texacal (Centro Urbano),Rural
24,53,52,Tampochocho,Rural
24,53,53,Temalacaco,Rural
24,53,59,Xoloco,Rural
24,53,60,Zacayuhual,Rural
24,53,72,Copalo (Chalco),Rural
24,53,76,Nuevo Ayotoxco,Rural
24,53,90,Comunidad Picholco (Picholco Viejo),Rural
24,53,95,Fracción Ahuehueyo,Rural
24,53,20,Las Cuevas,Rural
24,53,55,Tenexio,Rural
24,53,5,Arroyo de en Medio,Rural
24,53,99,Barrio Santa Fe,Rural
24,53,4,El Aquichal,Rural
24,53,12,El Cerro,Rural
24,53,37,Matlalapa,Rural
24,53,19,Cuayo Cerro,Rural
24,53,62,Cuayo Buenavista,Rural
24,53,33,La Libertad (Ejido la Libertad),Rural
24,53,78,El Progreso,Rural
24,53,71,Cuayo (Chalco),Rural
24,53,83,Cuixcoatitla (Chalco),Rural
24,53,74,Ensenada (Chalco),Rural
24,53,80,Xocoyo (Chalco),Rural
24,53,7,Viejo Ayotoxco,Rural
24,53,81,Zojualo (Chalco),Rural
24,53,9,Calcahual,Rural
24,53,1,Axtla de Terrazas,Urbana
24,53,31,Jalpilla,Urbana
24,53,15,Comoca Ahuacatitla,Rural
24,53,120,La Garita,Rural
24,53,14,Coatzontitla,Rural
24,53,92,Ampliación Cuayo Buenavista,Rural
24,53,128,Colonia Guadalupe,Rural
24,53,75,Michotlayo (Chalco),Rural
24,54,10,El Balcón,Rural
24,54,13,El Cañón,Rural
24,54,26,El Jobo,Rural
24,54,32,Ejido Peña Blanca Limontitla,Rural
24,54,37,El Naranjal (La Ceiba),Rural
24,54,44,Peña Blanca,Rural
24,54,55,Puerto de Belén,Rural
24,54,71,La Silleta,Rural
24,54,74,Suchiayo,Rural
24,54,81,Tlamaya,Rural
24,54,103,La Barranca,Rural
24,54,105,Tlahuilapa,Rural
24,54,106,Buenavista,Rural
24,54,111,Las Crucitas,Rural
24,54,148,Manteyo,Rural
24,54,150,El Mirador,Rural
24,54,156,Petatillo,Rural
24,54,178,Cafetales,Rural
24,54,179,El Carrizal,Rural
24,54,192,La Gloria,Rural
24,54,198,La Joya de Tlaletla,Rural
24,54,225,San José,Rural
24,54,66,San Pedro Huitzquilico,Rural
24,54,247,Barrio San Pedro,Rural
24,54,2,Ahuayo,Rural
24,54,200,El Lagarto,Rural
24,54,88,Zacatipa,Rural
24,54,16,La Conchita,Rural
24,54,8,Apetzco,Rural
24,54,289,Marcelo de los Santos,Rural
24,54,73,Soledad de Zaragoza,Rural
24,54,119,El Retén,Rural
24,54,166,Santa Anita,Rural
24,54,6,Amayo de Zaragoza (Puerto de Amayo),Rural
24,54,45,Petatillo,Rural
24,54,38,Cuartillo Nuevo,Rural
24,54,49,Plan de Juárez,Rural
24,54,43,Pemoxco,Rural
24,54,53,Poxtla (La Empresa),Rural
24,54,62,El Sabino,Rural
24,54,112,Uxtuapan,Rural
24,54,122,Cuartillo Viejo,Rural
24,54,85,La Victoria,Rural
24,54,86,Ejido Xilitlilla,Rural
24,54,169,La Tinaja,Rural
24,54,173,Xaltipa,Rural
24,54,209,Los Otates,Rural
24,54,228,Temascales,Rural
24,54,224,Rincón la Joya,Rural
24,54,245,Barrio del Ajuate,Rural
24,54,227,La Targea,Rural
24,54,246,Barrio la Escuela,Rural
24,54,206,El Mirador,Rural
24,54,265,El Puerto de Potrerillos,Rural
24,54,65,San Antonio Xalcuayo Dos,Rural
24,54,181,Cerro Quebrado,Rural
24,54,35,Miramar Viejo,Rural
24,54,39,Ollita del Pino,Rural
24,54,24,Iztacapa,Rural
24,54,4,Ahuehueyo,Rural
24,54,147,Barrio San Isidro,Rural
24,54,222,El Rincón de Zacatipa,Rural
24,54,184,Barrio de Cristo Rey (Apetzco),Rural
24,54,40,Otlaxhuayo,Rural
24,54,78,La Tinaja,Rural
24,54,52,Potrerillos,Rural
24,54,152,Nuevo Miramar,Rural
24,54,174,Xilitlilla,Rural
24,54,185,La Cueva,Rural
24,54,285,Tierra y Libertad,Rural
24,54,284,Francisco I. Madero,Rural
24,54,1,Xilitla,Urbana
24,54,28,La Joya,Rural
24,54,47,Pitzóatl,Rural
24,54,82,Tlamimil,Rural
24,54,210,La Pagua,Rural
24,54,22,La Herradura,Rural
24,54,18,Cruztitla,Rural
24,54,3,Ahuacatlán de Jes·s,Rural
24,54,84,La Trinidad,Rural
24,54,223,El Rincón,Rural
24,56,80,Buenavista,Rural
24,56,24,El Mezquite,Rural
24,56,15,Guardarraya,Rural
24,56,166,Colonia Guadalupe,Rural
24,56,22,El Pozo,Rural
24,56,18,La Lajita,Rural
24,56,2,Villa de Arista,Urbana
24,56,14,La Escondida,Rural
24,56,5,Corazón de Jes·s,Rural
24,56,47,San Rafael,Rural
24,56,39,San Elías,Rural
24,56,184,Colonia Buenavista,Rural
24,56,188,Martín Gámez,Rural
24,56,74,San José del Arbolito,Rural
24,56,30,La Pelotera (Venta del Carmen),Rural
24,56,46,San Pedro,Rural
24,56,51,El Tajo,Rural
24,56,12,Derramaderos,Rural
24,56,101,La Cecilia,Rural
24,56,25,Milpas,Rural
24,56,35,Rincón de Leijas,Rural
24,56,11,El Charquito,Rural
24,56,37,Salitrillos,Rural
24,57,6,Atlamaxátl,Rural
24,57,8,Barrio de en Medio,Rural
24,57,12,Copalcoatitla (Copalo),Rural
24,57,18,La Isla,Rural
24,57,19,Nexcuayo,Rural
24,57,21,Papatlas,Rural
24,57,37,Xochititla,Rural
24,57,68,La Peñita (La Peña),Rural
24,57,74,Tlacohuaque,Rural
24,57,75,Tlaxco,Rural
24,57,77,Zacayo,Rural
24,57,88,Nexcuayo II,Rural
24,57,90,Zacarrincón,Rural
24,57,92,Colonia Apanco,Rural
24,57,50,Nuevo Tepetzintla,Rural
24,57,31,Texquitote Primero,Rural
24,57,76,Xaltipa Coaquentla,Rural
24,57,41,Barrio San Isidro (Tlajumpal),Rural
24,57,2,Aguacatitla,Rural
24,57,22,Pitzoteyo,Rural
24,57,40,Barrio de Tepetzintla (San Antonio),Rural
24,57,16,Ejido Matlapa Mestizos (Colonia Escalanar),Rural
24,57,20,Otlayo,Rural
24,57,71,Tezonquilillo,Rural
24,57,3,Ahuehueyo Primero Centro,Rural
24,57,27,Tancuilín,Rural
24,57,33,Los Tigres,Rural
24,57,29,Tepetzintla,Rural
24,57,9,Chalchitépetl,Rural
24,57,81,Paguayo Barrio Arriba,Rural
24,57,32,Texquitote Segundo,Rural
24,57,24,San Antonio,Rural
24,57,7,Barrio de Arriba,Rural
24,57,35,Tlamaxac,Rural
24,57,30,Terrero Colorado,Rural
24,57,42,Barrio San Juan (Tlajumpal),Rural
24,57,15,Cuichapa,Rural
24,57,34,Barrio San José (Tlajumpal),Rural
24,57,55,Xochicuatitla,Rural
24,57,91,Nequexpiloya,Rural
24,57,63,Barrio Chiltzapoyo,Rural
24,57,1,Matlapa,Urbana
24,57,10,Chalchocoyo,Urbana
24,58,3,Las Abritas,Rural
24,58,27,El Colorado,Rural
24,58,45,Maguey de Oriente,Rural
24,58,42,Kilómetro Cuarenta y Dos,Rural
24,58,72,El Sabinito,Rural
24,58,6,Los Álamos de Arriba,Rural
24,58,82,La Soledad,Rural
24,58,7,Los Álamos de Abajo,Rural
24,58,29,La Concepción,Rural
24,58,43,El Limonal,Rural
24,58,51,La Mutua,Rural
24,58,119,Colonia las Granjas,Rural
24,58,24,Chupaderos,Rural
24,58,28,Colonia Salto del Agua,Rural
24,58,73,El Sabinito Plan del Naranjo,Rural
24,58,55,Ojo de Agua de Tierra Nueva,Rural
24,58,47,Colonia el Meco,Rural
24,58,22,Los Charcos de Oriente,Rural
24,58,1,El Naranjo,Urbana
24,58,50,Minas Viejas,Rural
24,58,66,El Platanito,Rural
24,58,46,Maitinez,Rural
24,49,30,San Cipriano,Rural
24,49,112,Valle de San Juan (La Candelaria),Rural
24,49,114,El Toro,Rural
24,49,113,Las Escobas,Rural
24,49,15,Emiliano Zapata,Rural
24,49,150,San Pedro,Rural
24,49,1,Villa de Ramos,Urbana
24,49,5,El Barril,Urbana
24,49,12,Dulce Grande,Urbana
24,49,18,Hernández,Urbana
24,49,28,Salitral de Carrera,Urbana
24,49,55,Rancho Nuevo,Rural
24,49,29,San Pedro del Saltito,Rural
24,49,42,Yoliátl,Rural
24,49,32,San Francisco,Rural
24,49,43,El Zacatón,Urbana
24,49,10,La Concepción,Rural
24,49,22,El Naranjal,Rural
24,49,38,Santa Lucía,Rural
24,49,21,Lagunillas,Rural
24,49,69,Nuevo San Francisco,Rural
24,49,45,San Pablo,Rural
24,49,17,La Hediondilla,Rural
24,49,27,Pozo Blanco,Rural
24,49,59,Santa Ana,Rural
24,49,36,San Rafael,Rural
24,49,24,Noria del Gato,Rural
24,49,14,El Duraznillo,Rural
24,49,39,Sauz de Calera,Rural
24,49,19,La Herradura,Rural
24,49,34,San Martín,Rural
24,49,13,La Dulcita,Rural
24,9,10,Real del Potosí,Rural
24,9,25,Granjas de Portezuelo,Rural
24,9,4,Divisadero,Rural
24,9,13,Granjas de San Pedro,Rural
24,9,15,Granjas de San Francisco,Rural
24,9,11,El Tecolote,Rural
24,9,18,Los Gómez Lado Oriente,Rural
24,9,20,Planta del Carmen (El Ocho),Rural
24,9,6,Joyita de la Cruz,Rural
24,9,1,Cerro de San Pedro,Urbana
24,9,3,Cuesta de Campa,Rural
24,9,8,Portezuelo,Rural
24,9,28,Nuevo Amanecer,Rural
24,9,17,Granjas de la Florida,Rural
24,9,9,Nueva Zapatilla,Rural
24,9,5,Jes·s María,Rural
24,9,7,Monte Caldera,Rural
24,9,2,Calderón,Rural
24,9,22,La Sabanilla (Portezuelo),Rural
24,9,14,Huertas del Mezquite [Fraccionamiento],Rural
24,28,370,La Manta,Rural
24,28,600,Colonia de Comité Movimiento Amplio Popular,Rural
24,28,657,Joyas del Aguaje,Rural
24,28,621,Parque Industrial del Centro,Rural
24,28,541,Los Vargas,Rural
24,28,681,Union Antorchista,Rural
24,28,399,Tanque Uresti,Rural
24,28,257,La Morita,Rural
24,28,366,San Rafael N·mero Dos,Rural
24,28,509,Fracción los Graneros,Rural
24,28,371,Terroncitos (Los Contreras),Rural
24,28,372,El Chaparral,Rural
24,28,483,Rancho las Flores,Rural
24,28,355,Noria del Padre,Rural
24,28,244,El Malacate,Rural
24,28,562,Colonia la Unión,Rural
24,28,680,Nuevo México,Rural
24,28,420,Los Conejos,Rural
24,28,594,El Peñón,Rural
24,28,673,Palma China,Rural
24,28,252,Escalerillas,Urbana
24,28,264,La Pila,Urbana
24,28,287,Tepozán,Rural
24,28,291,Terrero Norte,Rural
24,28,295,Yerbabuena,Rural
24,28,398,El Hacha,Rural
24,28,401,Tanquecito de Mendoza,Rural
24,28,469,Colonia Insurgentes,Rural
24,28,565,El Charquillo (Capulines),Rural
24,28,347,Cerritos la Pila,Rural
24,28,402,Charco Blanco,Rural
24,28,568,Colonia los Salazares (Las Pulcatras),Rural
24,28,251,La Melada,Rural
24,28,393,Mesa de los Conejos,Rural
24,28,651,Colonia el Peñascal,Rural
24,28,217,Arroyos,Rural
24,28,235,El Jaralito,Rural
24,28,668,Colonia los Barrón,Rural
24,28,661,Colonia las Vegas (El Garambullal),Rural
24,28,296,Zamorilla,Rural
24,28,293,Los Urbanos,Rural
24,28,262,Peñasco,Rural
24,28,549,Fracción la Angostura Norte,Rural
24,28,256,Fracción Milpillas,Rural
24,28,216,Angostura,Rural
24,28,679,San Benito,Rural
24,28,611,El Ranchito,Rural
24,28,413,El Blanco,Rural
24,28,223,Cerritos de Zavala,Rural
24,28,248,Maravillas,Rural
24,28,448,La Sauceda,Rural
24,28,277,San Juanico Chico,Rural
24,28,394,Rinconada,Rural
24,28,375,Terrones (Sangre de Cristo),Rural
24,28,518,Palmar de las Flores (El Pozo Seis),Rural
24,28,362,Salitrera,Rural
24,28,236,Las Jarrillas,Rural
24,28,245,Las Manguitas,Rural
24,28,276,San José de Buenavista,Rural
24,28,233,La Caldera,Rural
24,28,240,Lechuguillas,Rural
24,28,247,El Manzo,Rural
24,28,222,El Cascarón,Rural
24,28,246,La Mantequilla,Rural
24,28,385,Cerro de la Virgen (San Juan de Bocas),Rural
24,28,214,El Ancón,Rural
24,28,365,Loma Prieta,Rural
24,28,218,Bocas (Estación Bocas),Rural
24,28,243,Macarenos,Rural
24,28,253,Mezquital,Rural
24,28,386,Unidad Benito Juárez (La Chora),Rural
24,28,230,Los García,Rural
24,28,458,Colonia la Estrella,Rural
24,28,447,El Santuario,Rural
24,28,278,San Juanico el Grande,Rural
24,28,369,González,Rural
24,28,221,Capulines,Rural
24,28,280,San Sebastián,Rural
24,28,290,El Terrero Sur,Rural
24,28,211,Fracción el Aguaje,Rural
24,28,391,Pozuelos,Rural
24,28,337,La Cantera,Rural
24,28,1,San Luis Potosí,Urbana
24,28,258,Noria de San José,Rural
24,35,229,Colonia Guadalupe,Rural
24,35,11,Enrique Estrada (La Concha),Rural
24,35,270,9 de Mayo,Rural
24,35,279,Privada Santa Maria,Rural
24,35,280,Llanos de San Pedro,Rural
24,35,281,Colonia Santa Anita,Rural
24,35,284,Colonia Tierra y Libertad,Rural
24,35,26,Rancho Nuevo,Urbana
24,35,5,General Cándido Navarro (Laguna Seca),Rural
24,35,15,El Huizache,Rural
24,35,39,Estación Techa,Rural
24,35,278,Valle de San Pedro,Rural
24,35,1,Soledad de Graciano Sánchez,Urbana
24,35,289,Fraccionamiento Punta Diamante,Rural
24,35,147,División del Norte Primera Sección,Rural
24,35,169,Jardines de San Pedro,Rural
24,35,292,Jardines de San Pedro Dos,Rural
24,35,275,Colonia del Bosque,Rural
24,35,276,Ejido de la Soledad,Rural
24,35,293,Valle de Palmas,Rural
24,35,239,Ejido los Gómez,Rural
24,35,20,Palma de la Cruz,Rural
24,35,97,Ejido el Zapote,Rural
24,35,40,La Tinaja (Ex-Hacienda la Tinaja),Rural
24,35,25,La Purísima (Fracción la Purísima),Rural
24,35,42,Estación Ventura,Rural
24,35,38,Ejido Soledad,Rural
24,35,50,Potrero de Adentro,Rural
24,35,100,Los Gómez,Rural
24,35,51,San José del Barro,Rural
24,35,45,El Zapote,Rural
24,35,291,Alpes de San Pedro,Rural
24,55,10,Arroyo Hondo,Rural
24,55,36,La Estancia,Rural
24,55,49,Kilómetro 58,Rural
24,55,78,Ranchito de los Rivera,Rural
24,55,87,San José de Gómez,Rural
24,55,26,Coahuila,Rural
24,55,66,Los Pilares,Rural
24,55,95,Texas,Rural
24,55,176,Colonia el Pedregal,Rural
24,55,140,Pilar de Guadalupe,Rural
24,55,44,El Jaralito,Rural
24,55,1,Villa de Zaragoza,Urbana
24,55,81,Rincón de Santa Eduwiges,Rural
24,55,186,Longoria,Rural
24,55,12,La Calera,Rural
24,55,89,Santo Domingo,Rural
24,55,61,La Parada del Zarcido,Rural
24,55,17,El Carmen,Rural
24,55,37,Estanco del Carmen,Rural
24,55,42,Independencia (Patol),Rural
24,55,84,La Salitrera,Rural
24,55,43,Jamay,Rural
24,55,4,Agua Zarca,Rural
24,55,5,Alberca de la Cruz,Rural
24,55,60,Parada de los Martínez,Rural
24,55,9,Arreates,Rural
24,55,35,La Esperanza,Rural
24,55,21,Cerro Gordo,Rural
24,55,101,Xoconoxtle,Rural
24,55,131,Valle de los Fantasmas,Rural
24,55,93,Emiliano Zapata (El Tepozán),Rural
24,55,86,San Francisco,Rural
24,59,27,Los Gómez,Rural
24,59,7,Bosque de las Flores,Rural
24,59,24,Laguna de Santa Rita,Urbana
24,59,13,El Montecillo,Rural
24,59,41,San Nicolás de los Jassos,Urbana
24,59,5,Barrio Casanova,Rural
24,59,33,Panalillo,Rural
24,59,21,La Libertad (Pozos),Rural
24,59,8,Bosques la Florida,Rural
24,59,42,Tanque el Jagüey,Rural
24,59,1,Villa de Pozos,Urbana
24,9999,9999,FUERA DEL ESTADO,Urbana
